"","user","weekday","hour","domain","average"
"527","jakub",3,18,"facebook.com",0.0150602409638554
"528","jakub",3,18,"instagram.com",0
"529","jakub",3,19,"stackoverflow.com",0
"530","jakub",3,19,"wikipedia.org",0.0120481927710843
"531","jakub",3,19,"github.com",0
"532","jakub",3,19,"pw.edu.pl",0.0963855421686747
"533","jakub",3,19,"youtube.com",0.0481927710843374
"534","jakub",3,19,"google.com",0.243975903614458
"535","jakub",3,19,"facebook.com",0.00301204819277108
"536","jakub",3,19,"instagram.com",0
"537","jakub",3,20,"stackoverflow.com",0
"538","jakub",3,20,"wikipedia.org",0
"539","jakub",3,20,"github.com",0
"540","jakub",3,20,"pw.edu.pl",0.00602409638554217
"541","jakub",3,20,"youtube.com",0.0391566265060241
"542","jakub",3,20,"google.com",0.216867469879518
"543","jakub",3,20,"facebook.com",0
"544","jakub",3,20,"instagram.com",0
"545","jakub",3,21,"stackoverflow.com",0
"546","jakub",3,21,"wikipedia.org",0.00602409638554217
"547","jakub",3,21,"github.com",0
"548","jakub",3,21,"pw.edu.pl",0
"549","jakub",3,21,"youtube.com",0
"550","jakub",3,21,"google.com",0.493975903614458
"551","jakub",3,21,"facebook.com",0.0120481927710843
"552","jakub",3,21,"instagram.com",0
"553","jakub",3,22,"stackoverflow.com",0
"554","jakub",3,22,"wikipedia.org",0
"555","jakub",3,22,"github.com",0
"556","jakub",3,22,"pw.edu.pl",0.0240963855421687
"557","jakub",3,22,"youtube.com",0.0662650602409639
"558","jakub",3,22,"google.com",0.262048192771084
"559","jakub",3,22,"facebook.com",0
"560","jakub",3,22,"instagram.com",0
"561","jakub",3,23,"stackoverflow.com",0
"562","jakub",3,23,"wikipedia.org",0
"563","jakub",3,23,"github.com",0
"564","jakub",3,23,"pw.edu.pl",0
"565","jakub",3,23,"youtube.com",0
"566","jakub",3,23,"google.com",0.150602409638554
"567","jakub",3,23,"facebook.com",0
"568","jakub",3,23,"instagram.com",0
"569","jakub",3,24,"stackoverflow.com",0
"570","jakub",3,24,"wikipedia.org",0
"571","jakub",3,24,"github.com",0
"572","jakub",3,24,"pw.edu.pl",0
"573","jakub",3,24,"youtube.com",0
"574","jakub",3,24,"google.com",0
"575","jakub",3,24,"facebook.com",0
"576","jakub",3,24,"instagram.com",0
"577","jakub",4,1,"stackoverflow.com",0
"578","jakub",4,1,"wikipedia.org",0
"579","jakub",4,1,"github.com",0
"580","jakub",4,1,"pw.edu.pl",0
"581","jakub",4,1,"youtube.com",0
"582","jakub",4,1,"google.com",0.0180722891566265
"583","jakub",4,1,"facebook.com",0
"584","jakub",4,1,"instagram.com",0
"585","jakub",4,2,"stackoverflow.com",0
"586","jakub",4,2,"wikipedia.org",0
"587","jakub",4,2,"github.com",0
"588","jakub",4,2,"pw.edu.pl",0
"589","jakub",4,2,"youtube.com",0
"590","jakub",4,2,"google.com",0
"591","jakub",4,2,"facebook.com",0
"592","jakub",4,2,"instagram.com",0
"593","jakub",4,3,"stackoverflow.com",0
"594","jakub",4,3,"wikipedia.org",0
"595","jakub",4,3,"github.com",0
"596","jakub",4,3,"pw.edu.pl",0
"597","jakub",4,3,"youtube.com",0
"598","jakub",4,3,"google.com",0
"599","jakub",4,3,"facebook.com",0
"600","jakub",4,3,"instagram.com",0
"601","jakub",4,4,"stackoverflow.com",0
"602","jakub",4,4,"wikipedia.org",0
"603","jakub",4,4,"github.com",0
"604","jakub",4,4,"pw.edu.pl",0
